Member Number,Animal Type,Animal Name,Gender,D.o.B,Primary Breed,Purpose,Status (if Cow),Acquisition,farming Type,Feeding & Milking Habits,Feed Type,Photograph Ref.
08923,Cattle,Motho,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08924,Cattle,Junior,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08925,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08927,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08928,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08930,Cattle,July,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08933,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08936,Cattle,Suzzana,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
08943,Cattle,Tintin,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
08946,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08948,Cattle,Papaya,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08949,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08951,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08955,Cattle,Gabriella,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08956,Cattle,Junior,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08962,Cattle,Kendi,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08963,Cattle,Mwai,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08966,Cattle,Buster,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08968,Cattle,July,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
08969,Cattle,Valentine,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08971,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08973,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08977,Cattle,Champion,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08979,Cattle,Papaya,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08980,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08984,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08987,Cattle,Pamela,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08988,Cattle,Justice,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08989,Cattle,Tele,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08990,Cattle,Tomboy,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
08991,Cattle,Mischief,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
08993,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08997,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08998,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09000,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09002,Cattle,Amo 34,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09005,Cattle,Rark,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09009,Cattle,Scribe,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09010,Cattle,Good Boy,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09012,Cattle,Security,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09015,Cattle,Mary,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
09020,Cattle,Tharuni ,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09022,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09024,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09025,Cattle,Bater,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09026,Cattle,Motho,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09028,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09029,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09033,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09038,Cattle,Galaher,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09041,Cattle,Pamela,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09045,Cattle,Justice,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
09046,Cattle,Tele,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
09052,Cattle,Tomboy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09053,Cattle,Mischief,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09054,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09059,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09060,Cattle,Jata,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09061,Cattle,Kamburu,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09063,Cattle,Amo 34,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09066,Cattle,Rark,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09073,Cattle,Scribe,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09079,Cattle,Good Boy,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
09082,Cattle,Security,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09084,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09085,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09087,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09088,Cattle,Duma,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09093,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09100,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09101,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09102,Cattle,Kamandura,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09104,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09106,Cattle,Justina,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
09107,Cattle,Reddi,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
09109,Cattle,Runana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09111,Cattle,Justice,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09113,Cattle,Hellena,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09118,Cattle,Karendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09122,Cattle,Jennifer,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09123,Cattle,Junior,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09125,Cattle,Jata,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09128,Cattle,Kamburu,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09129,Cattle,Amo 34,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09130,Cattle,Rark,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
09131,Cattle,Scribe,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09134,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09136,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09137,Cattle,Mary,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09140,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09147,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09148,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09150,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09152,Cattle,Motho,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09154,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09155,Cattle,Kamandura,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
09156,Cattle,Mwai,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
09157,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09166,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09167,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09168,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09169,Cattle,Tintin,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09172,Cattle,Justina,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09173,Cattle,Reddi,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09176,Cattle,Runana,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09177,Cattle,Justice,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09179,Cattle,Hellena,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
09183,Cattle,Karendi,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09184,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09187,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09190,Cattle,Jata,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09192,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09194,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09195,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09197,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09198,Cattle,Good Boy,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09200,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09204,Cattle,Mary,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
09206,Cattle,Tharuni ,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
09208,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09211,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09213,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09214,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09216,Cattle,Junior,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09217,Cattle,Kamandura,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09218,Cattle,Mwai,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09219,Cattle,Buster,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09221,Cattle,July,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09222,Cattle,Valentine,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
09223,Cattle,Suzzana,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09224,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09226,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09227,Cattle,Papaya,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09228,Cattle,Butter,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09230,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09232,Cattle,Gabriella,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09234,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09235,Cattle,Kendi,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09236,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09237,Cattle,Buster,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
09240,Cattle,July,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
09242,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09244,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09246,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09248,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09249,Cattle,Papaya,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09250,Cattle,Butter,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09251,Cattle,Galaher,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09253,Cattle,Pamela,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09254,Cattle,Justice,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09256,Cattle,Tele,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
09257,Cattle,Tomboy,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09261,Cattle,Mischief,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09273,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09276,Cattle,Junior,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09281,Cattle,Jata,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09282,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09285,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09287,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09290,Cattle,Scribe,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09291,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09293,Cattle,Security,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
09295,Cattle,Mary,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
09297,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09298,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09300,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09301,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09302,Cattle,Motho,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09303,Cattle,Junior,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09305,Cattle,Kamandura,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09306,Cattle,Mwai,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09309,Cattle,Justina,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09313,Cattle,Reddi,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
09314,Cattle,Runana,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09316,Cattle,Justice,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09317,Cattle,Hellena,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09318,Cattle,Karendi,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09319,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09320,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09323,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09324,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09326,Cattle,Amo 34,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09328,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09329,Cattle,Scribe,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
09333,Cattle,Good Boy,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
09334,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09335,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09337,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09338,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09340,Cattle,Duma,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09344,Cattle,Bater,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09345,Cattle,Motho,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09346,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09347,Cattle,Kamandura,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09349,Cattle,Mwai,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
09352,Cattle,Buster,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09355,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09356,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09357,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09358,Cattle,Tintin,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09360,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09361,Cattle,Papaya,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09362,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09363,Cattle,Galaher,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09365,Cattle,Gabriella,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09366,Cattle,Junior,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
09367,Cattle,Kendi,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
09370,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09371,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09374,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09378,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09379,Cattle,Suzzana,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09380,Cattle,Tintin,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09383,Cattle,Champion,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09384,Cattle,Papaya,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09385,Cattle,Butter,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09386,Cattle,Galaher,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
09388,Cattle,Pamela,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09389,Cattle,Justice,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09390,Cattle,Tele,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09391,Cattle,Tomboy,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09392,Cattle,Mischief,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09396,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09398,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09402,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09403,Cattle,Kamburu,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09406,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09407,Cattle,Rark,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
09409,Cattle,Scribe,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
09412,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09415,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09416,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09417,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09420,Cattle,Rironi Kanini,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09421,Cattle,Duma,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09422,Cattle,Bater,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
09426,Cattle,Motho,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09427,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
09428,Cattle,Kamandura,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
09431,Cattle,Mwai,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
09432,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
09435,Cattle,Pamela,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
